time,temperature_2m (°C),relative_humidity_2m (%),rain (mm)
2019-01-28T17:00,16.1,33,0.00
2019-01-28T18:00,18.6,28,0.00
2019-01-28T19:00,20.7,23,0.00
2019-01-28T20:00,22.0,20,0.00
2019-01-28T21:00,22.5,20,0.00
2019-01-28T22:00,21.0,26,0.00
2019-01-28T23:00,20.2,28,0.00
2019-01-29T00:00,20.1,32,0.00
2019-01-29T01:00,17.2,38,0.00
2019-01-29T02:00,14.9,48,0.00
2019-01-29T03:00,13.6,52,0.00
2019-01-29T04:00,12.4,54,0.00
2019-01-29T05:00,10.7,61,0.00
2019-01-29T06:00,9.4,55,0.00
2019-01-29T07:00,8.1,54,0.00
2019-01-29T08:00,7.3,65,0.00
2019-01-29T09:00,6.7,68,0.00
2019-01-29T10:00,6.7,60,0.00
2019-01-29T11:00,6.8,65,0.00
2019-01-29T12:00,6.1,78,0.00
2019-01-29T13:00,6.2,78,0.00
2019-01-29T14:00,7.8,71,0.00
2019-01-29T15:00,11.6,56,0.00
2019-01-29T16:00,14.4,43,0.00
2019-01-29T17:00,16.4,33,0.00
2019-01-29T18:00,17.9,26,0.00
2019-01-29T19:00,19.0,24,0.00
2019-01-29T20:00,20.4,22,0.00
2019-01-29T21:00,21.8,21,0.00
2019-01-29T22:00,22.5,23,0.00
2019-01-29T23:00,21.4,21,0.00
2019-01-30T00:00,19.6,27,0.00
2019-01-30T01:00,16.9,33,0.00
2019-01-30T02:00,15.4,38,0.00
2019-01-30T03:00,13.9,50,0.00
2019-01-30T04:00,13.0,51,0.00
2019-01-30T05:00,11.5,55,0.00
2019-01-30T06:00,10.4,58,0.00
2019-01-30T07:00,9.8,59,0.00
2019-01-30T08:00,8.1,69,0.00
2019-01-30T09:00,7.8,67,0.00
2019-01-30T10:00,7.7,66,0.00
2019-01-30T11:00,7.2,69,0.00
2019-01-30T12:00,6.4,77,0.00
2019-01-30T13:00,6.8,71,0.00
2019-01-30T14:00,6.8,68,0.00
2019-01-30T15:00,10.1,50,0.00
2019-01-30T16:00,13.9,35,0.00
2019-01-30T17:00,17.3,24,0.00
2019-01-30T18:00,20.0,16,0.00
2019-01-30T19:00,21.5,13,0.00
2019-01-30T20:00,22.4,13,0.00
2019-01-30T21:00,22.9,13,0.00
2019-01-30T22:00,22.8,14,0.00
2019-01-30T23:00,21.9,15,0.00
2019-01-31T00:00,20.3,20,0.00
2019-01-31T01:00,17.5,27,0.00
2019-01-31T02:00,15.8,33,0.00
2019-01-31T03:00,14.5,36,0.00
2019-01-31T04:00,12.6,43,0.00
2019-01-31T05:00,10.9,46,0.00
2019-01-31T06:00,8.9,50,0.00
2019-01-31T07:00,7.3,49,0.00
2019-01-31T08:00,6.7,45,0.00
2019-01-31T09:00,6.3,48,0.00
2019-01-31T10:00,5.7,50,0.00
2019-01-31T11:00,5.6,44,0.00
2019-01-31T12:00,4.0,63,0.00
2019-01-31T13:00,3.5,62,0.00
2019-01-31T14:00,5.2,46,0.00
2019-01-31T15:00,9.9,34,0.00
2019-01-31T16:00,14.8,19,0.00
2019-01-31T17:00,17.8,16,0.00
2019-01-31T18:00,19.9,15,0.00
2019-01-31T19:00,21.3,15,0.00
2019-01-31T20:00,22.2,15,0.00
2019-01-31T21:00,23.1,14,0.00
2019-01-31T22:00,23.0,13,0.00
2019-01-31T23:00,21.6,21,0.00
2019-02-01T00:00,21.1,18,0.00
2019-02-01T01:00,18.0,30,0.00
2019-02-01T02:00,16.0,37,0.00
2019-02-01T03:00,14.6,41,0.00
2019-02-01T04:00,12.5,57,0.00
2019-02-01T05:00,10.9,54,0.00
2019-02-01T06:00,9.3,58,0.00
2019-02-01T07:00,8.4,62,0.00
2019-02-01T08:00,7.3,65,0.00
2019-02-01T09:00,6.8,60,0.00
2019-02-01T10:00,6.7,62,0.00
2019-02-01T11:00,8.6,48,0.00
2019-02-01T12:00,4.9,70,0.00
2019-02-01T13:00,5.4,69,0.00
2019-02-01T14:00,7.1,59,0.00
2019-02-01T15:00,9.9,43,0.00
2019-02-01T16:00,13.1,32,0.00
2019-02-01T17:00,15.6,26,0.00
2019-02-01T18:00,19.0,19,0.00
2019-02-01T19:00,21.0,15,0.00
2019-02-01T20:00,22.2,15,0.00
2019-02-01T21:00,22.9,14,0.00
2019-02-01T22:00,23.1,15,0.00
2019-02-01T23:00,22.7,20,0.00
2019-02-02T00:00,21.5,26,0.00
2019-02-02T01:00,18.6,35,0.00
2019-02-02T02:00,16.6,41,0.00
2019-02-02T03:00,15.5,41,0.00
2019-02-02T04:00,14.0,49,0.00
2019-02-02T05:00,12.1,64,0.00
2019-02-02T06:00,11.2,62,0.00
2019-02-02T07:00,9.9,74,0.00
2019-02-02T08:00,10.1,68,0.00
2019-02-02T09:00,10.6,63,0.00
2019-02-02T10:00,10.8,61,0.00
2019-02-02T11:00,10.6,61,0.00
2019-02-02T12:00,9.8,65,0.00
2019-02-02T13:00,9.4,66,0.00
2019-02-02T14:00,9.1,70,0.00
2019-02-02T15:00,12.2,56,0.00
2019-02-02T16:00,15.2,43,0.00
2019-02-02T17:00,17.8,35,0.00
2019-02-02T18:00,19.8,29,0.00
2019-02-02T19:00,21.4,25,0.00
2019-02-02T20:00,22.7,23,0.00
2019-02-02T21:00,23.6,21,0.00
2019-02-02T22:00,24.1,19,0.00
2019-02-02T23:00,24.0,19,0.00
2019-02-03T00:00,21.5,22,0.00
2019-02-03T01:00,19.2,27,0.00
2019-02-03T02:00,17.8,31,0.00
2019-02-03T03:00,16.6,33,0.00
2019-02-03T04:00,15.2,36,0.00
2019-02-03T05:00,14.1,48,0.00
2019-02-03T06:00,13.9,57,0.00
2019-02-03T07:00,14.1,61,0.00
2019-02-03T08:00,12.9,64,0.00
2019-02-03T09:00,12.9,58,0.00
2019-02-03T10:00,12.1,63,0.00
2019-02-03T11:00,11.1,73,0.00
2019-02-03T12:00,10.8,67,0.00
2019-02-03T13:00,10.8,66,0.00
2019-02-03T14:00,10.8,67,0.00
2019-02-03T15:00,13.3,53,0.00
2019-02-03T16:00,16.7,37,0.00
2019-02-03T17:00,19.4,28,0.00
2019-02-03T18:00,21.5,23,0.00
2019-02-03T19:00,23.1,22,0.00
2019-02-03T20:00,24.5,21,0.00
2019-02-03T21:00,25.4,19,0.00
2019-02-03T22:00,25.6,18,0.00
2019-02-03T23:00,24.9,19,0.00
2019-02-04T00:00,22.6,25,0.00
2019-02-04T01:00,19.9,32,0.00
2019-02-04T02:00,18.1,33,0.00
2019-02-04T03:00,16.9,39,0.00
2019-02-04T04:00,15.6,47,0.00
2019-02-04T05:00,14.5,49,0.00
2019-02-04T06:00,15.3,38,0.00
2019-02-04T07:00,14.6,39,0.00
2019-02-04T08:00,13.9,42,0.00
2019-02-04T09:00,13.6,43,0.00
2019-02-04T10:00,13.4,45,0.00
2019-02-04T11:00,12.5,50,0.00
2019-02-04T12:00,11.8,52,0.00
2019-02-04T13:00,10.1,58,0.00
2019-02-04T14:00,10.8,53,0.00
2019-02-04T15:00,14.2,47,0.00
2019-02-04T16:00,17.0,47,0.00
2019-02-04T17:00,19.9,35,0.00
2019-02-04T18:00,21.9,29,0.00
2019-02-04T19:00,23.6,23,0.00
2019-02-04T20:00,24.9,21,0.00
2019-02-04T21:00,25.4,21,0.00
2019-02-04T22:00,25.5,20,0.00
2019-02-04T23:00,25.7,19,0.00
2019-02-05T00:00,23.3,23,0.00
2019-02-05T01:00,20.5,31,0.00
2019-02-05T02:00,18.1,36,0.00
2019-02-05T03:00,17.1,35,0.00
2019-02-05T04:00,16.2,40,0.00
2019-02-05T05:00,15.3,48,0.00
2019-02-05T06:00,13.9,62,0.00
2019-02-05T07:00,13.2,71,0.00
2019-02-05T08:00,13.9,67,0.00
2019-02-05T09:00,13.1,71,0.00
2019-02-05T10:00,12.6,71,0.00
2019-02-05T11:00,12.4,74,0.00
2019-02-05T12:00,11.9,63,0.00
2019-02-05T13:00,10.4,74,0.00
2019-02-05T14:00,11.1,78,0.00
2019-02-05T15:00,14.7,59,0.00
2019-02-05T16:00,17.9,47,0.00
2019-02-05T17:00,20.5,39,0.00
2019-02-05T18:00,22.6,31,0.00
2019-02-05T19:00,24.1,27,0.00
2019-02-05T20:00,25.3,22,0.00
2019-02-05T21:00,26.0,19,0.00
2019-02-05T22:00,26.1,18,0.00
2019-02-05T23:00,25.8,18,0.00
2019-02-06T00:00,25.5,16,0.00
2019-02-06T01:00,22.9,19,0.00
2019-02-06T02:00,20.1,35,0.00
2019-02-06T03:00,18.7,38,0.00
2019-02-06T04:00,18.4,39,0.00
2019-02-06T05:00,16.5,48,0.00
2019-02-06T06:00,15.4,57,0.00
2019-02-06T07:00,14.4,61,0.00
2019-02-06T08:00,13.7,59,0.00
2019-02-06T09:00,13.0,61,0.00
2019-02-06T10:00,12.1,64,0.00
2019-02-06T11:00,11.2,65,0.00
2019-02-06T12:00,10.9,66,0.00
2019-02-06T13:00,11.5,61,0.00
2019-02-06T14:00,11.9,59,0.00
2019-02-06T15:00,14.6,46,0.00
2019-02-06T16:00,18.3,36,0.00
2019-02-06T17:00,21.5,29,0.00
2019-02-06T18:00,23.8,22,0.00
2019-02-06T19:00,25.4,19,0.00
2019-02-06T20:00,26.5,16,0.00
2019-02-06T21:00,27.2,16,0.00
2019-02-06T22:00,27.4,16,0.00
2019-02-06T23:00,26.6,20,0.00
2019-02-07T00:00,24.6,25,0.00
2019-02-07T01:00,22.1,30,0.00
2019-02-07T02:00,20.2,34,0.00
2019-02-07T03:00,18.8,37,0.00
2019-02-07T04:00,17.9,39,0.00
2019-02-07T05:00,16.1,44,0.00
2019-02-07T06:00,16.5,43,0.00
2019-02-07T07:00,15.6,45,0.00
2019-02-07T08:00,13.6,51,0.00
2019-02-07T09:00,12.2,55,0.00
2019-02-07T10:00,11.9,57,0.00
2019-02-07T11:00,12.6,54,0.00
2019-02-07T12:00,10.9,62,0.00
2019-02-07T13:00,10.0,73,0.00
2019-02-07T14:00,12.1,62,0.00
2019-02-07T15:00,16.1,47,0.00
2019-02-07T16:00,19.3,40,0.00
2019-02-07T17:00,22.0,35,0.00
2019-02-07T18:00,24.2,30,0.00
2019-02-07T19:00,25.9,24,0.00
2019-02-07T20:00,27.1,18,0.00
2019-02-07T21:00,27.9,13,0.00
2019-02-07T22:00,27.9,12,0.00
2019-02-07T23:00,27.4,14,0.00
2019-02-08T00:00,26.1,15,0.00
2019-02-08T01:00,23.0,28,0.00
2019-02-08T02:00,20.6,45,0.00
2019-02-08T03:00,19.1,45,0.00
2019-02-08T04:00,17.8,48,0.00
2019-02-08T05:00,16.9,55,0.00
2019-02-08T06:00,16.0,57,0.00
2019-02-08T07:00,14.8,63,0.00
2019-02-08T08:00,13.6,76,0.00
2019-02-08T09:00,12.3,91,0.00
2019-02-08T10:00,11.9,94,0.00
2019-02-08T11:00,11.6,94,0.10
2019-02-08T12:00,11.9,84,0.20
2019-02-08T13:00,12.1,73,0.30
2019-02-08T14:00,11.9,68,0.00
2019-02-08T15:00,12.9,60,0.00
2019-02-08T16:00,14.1,55,0.00
2019-02-08T17:00,16.4,50,0.00
2019-02-08T18:00,18.3,41,0.00
2019-02-08T19:00,19.9,38,0.00
2019-02-08T20:00,21.0,31,0.00
2019-02-08T21:00,22.4,27,0.00
2019-02-08T22:00,23.0,25,0.00
2019-02-08T23:00,22.7,25,0.00
2019-02-09T00:00,17.9,47,0.00
2019-02-09T01:00,16.2,50,0.00
2019-02-09T02:00,15.4,50,0.00
2019-02-09T03:00,14.1,56,0.00
2019-02-09T04:00,13.1,61,0.00
2019-02-09T05:00,11.9,70,0.00
2019-02-09T06:00,10.6,78,0.00
2019-02-09T07:00,9.9,81,0.00
2019-02-09T08:00,9.8,80,0.00
2019-02-09T09:00,9.3,83,0.00
2019-02-09T10:00,8.6,86,0.00
2019-02-09T11:00,8.1,89,0.00
2019-02-09T12:00,8.4,92,0.00
2019-02-09T13:00,8.7,88,0.00
2019-02-09T14:00,9.7,80,0.00
2019-02-09T15:00,11.6,68,0.00
2019-02-09T16:00,14.3,52,0.00
2019-02-09T17:00,16.2,46,0.00
2019-02-09T18:00,18.2,40,0.00
2019-02-09T19:00,20.1,35,0.00
2019-02-09T20:00,21.7,31,0.00
2019-02-09T21:00,22.8,29,0.00
2019-02-09T22:00,23.3,26,0.00
2019-02-09T23:00,22.6,25,0.00
2019-02-10T00:00,20.5,26,0.00
2019-02-10T01:00,18.9,29,0.00
2019-02-10T02:00,15.7,47,0.00
2019-02-10T03:00,12.9,62,0.00
2019-02-10T04:00,12.6,65,0.00
2019-02-10T05:00,12.0,65,0.00
2019-02-10T06:00,10.9,73,0.00
2019-02-10T07:00,10.3,75,0.00
2019-02-10T08:00,9.2,85,0.00
2019-02-10T09:00,8.5,90,0.00
2019-02-10T10:00,8.1,92,0.00
2019-02-10T11:00,7.1,96,0.00
2019-02-10T12:00,6.1,100,0.00
2019-02-10T13:00,5.9,100,0.00
2019-02-10T14:00,6.4,98,0.00
2019-02-10T15:00,8.6,86,0.00
2019-02-10T16:00,13.1,58,0.00
2019-02-10T17:00,17.1,39,0.00
2019-02-10T18:00,19.8,31,0.00
2019-02-10T19:00,21.5,26,0.00
2019-02-10T20:00,22.7,23,0.00
2019-02-10T21:00,23.5,21,0.00
2019-02-10T22:00,23.6,20,0.00
2019-02-10T23:00,23.5,19,0.00
2019-02-11T00:00,21.4,30,0.00
2019-02-11T01:00,19.1,39,0.00
2019-02-11T02:00,17.7,42,0.00
2019-02-11T03:00,17.0,44,0.00
2019-02-11T04:00,15.6,58,0.00
2019-02-11T05:00,14.0,61,0.00
2019-02-11T06:00,12.9,61,0.00
2019-02-11T07:00,12.1,60,0.00
2019-02-11T08:00,11.2,66,0.00
2019-02-11T09:00,11.4,61,0.00
2019-02-11T10:00,11.2,63,0.00
2019-02-11T11:00,9.9,74,0.00
2019-02-11T12:00,10.8,58,0.00
2019-02-11T13:00,9.9,63,0.00
2019-02-11T14:00,10.4,65,0.00
2019-02-11T15:00,14.1,51,0.00
2019-02-11T16:00,16.8,44,0.00
2019-02-11T17:00,19.0,39,0.00
2019-02-11T18:00,20.6,34,0.00
2019-02-11T19:00,22.1,29,0.00
2019-02-11T20:00,23.4,24,0.00
2019-02-11T21:00,24.1,21,0.00
2019-02-11T22:00,24.0,22,0.10
2019-02-11T23:00,22.5,28,0.00
2019-02-12T00:00,22.5,25,0.00
2019-02-12T01:00,20.5,34,0.00
2019-02-12T02:00,18.1,43,0.00
2019-02-12T03:00,16.5,49,0.00
2019-02-12T04:00,15.6,54,0.00
2019-02-12T05:00,14.6,58,0.00
2019-02-12T06:00,12.9,72,0.00
2019-02-12T07:00,11.7,70,0.00
2019-02-12T08:00,10.9,75,0.00
2019-02-12T09:00,10.4,77,0.00
2019-02-12T10:00,10.0,79,0.00
2019-02-12T11:00,10.9,70,0.00
2019-02-12T12:00,10.4,74,0.00
2019-02-12T13:00,9.7,77,0.00
2019-02-12T14:00,11.6,66,0.00
2019-02-12T15:00,14.9,54,0.00
2019-02-12T16:00,17.2,47,0.00
2019-02-12T17:00,19.9,38,0.00
2019-02-12T18:00,21.9,31,0.00
2019-02-12T19:00,22.4,28,0.00
2019-02-12T20:00,22.1,29,0.00
2019-02-12T21:00,20.2,41,0.10
2019-02-12T22:00,20.6,38,0.10
2019-02-12T23:00,16.7,53,0.20
2019-02-13T00:00,18.1,46,0.00
2019-02-13T01:00,16.2,53,0.00
2019-02-13T02:00,14.0,61,0.00
2019-02-13T03:00,12.8,67,0.00
2019-02-13T04:00,11.7,74,0.00
2019-02-13T05:00,10.9,78,0.00
2019-02-13T06:00,9.7,83,0.00
2019-02-13T07:00,8.9,84,0.00
2019-02-13T08:00,8.6,86,0.00
2019-02-13T09:00,7.9,88,0.00
2019-02-13T10:00,7.2,89,0.00
2019-02-13T11:00,6.8,88,0.00
2019-02-13T12:00,7.4,88,0.00
2019-02-13T13:00,6.9,91,0.00
2019-02-13T14:00,7.3,89,0.00
2019-02-13T15:00,8.6,81,0.00
2019-02-13T16:00,11.4,69,0.00
2019-02-13T17:00,13.9,59,0.00
2019-02-13T18:00,16.3,51,0.00
2019-02-13T19:00,18.4,45,0.00
2019-02-13T20:00,20.0,41,0.00
2019-02-13T21:00,20.8,37,0.00
2019-02-13T22:00,20.8,37,0.10
2019-02-13T23:00,18.5,49,0.40
2019-02-14T00:00,16.8,54,0.00
2019-02-14T01:00,16.6,61,0.10
2019-02-14T02:00,15.7,70,0.00
2019-02-14T03:00,14.9,76,0.00
2019-02-14T04:00,13.9,79,0.00
2019-02-14T05:00,13.2,86,0.00
2019-02-14T06:00,12.3,89,0.00
2019-02-14T07:00,11.5,90,0.00
2019-02-14T08:00,10.3,89,0.00
2019-02-14T09:00,9.6,89,0.00
2019-02-14T10:00,9.9,84,0.00
2019-02-14T11:00,8.9,89,0.00
2019-02-14T12:00,8.8,90,0.00
2019-02-14T13:00,8.1,90,0.00
2019-02-14T14:00,9.9,83,0.00
2019-02-14T15:00,13.2,72,0.00
2019-02-14T16:00,16.3,59,0.00
2019-02-14T17:00,19.0,49,0.00
2019-02-14T18:00,21.0,40,0.00
2019-02-14T19:00,22.6,35,0.00
2019-02-14T20:00,23.9,32,0.00
2019-02-14T21:00,24.8,29,0.00
2019-02-14T22:00,24.8,31,0.00
2019-02-14T23:00,23.6,34,0.00
2019-02-15T00:00,22.1,38,0.00
2019-02-15T01:00,20.9,46,0.00
2019-02-15T02:00,19.4,52,0.00
2019-02-15T03:00,17.7,58,0.00
2019-02-15T04:00,16.5,65,0.00
2019-02-15T05:00,16.0,65,0.00
2019-02-15T06:00,14.6,77,0.00
2019-02-15T07:00,13.9,70,0.00
2019-02-15T08:00,12.8,75,0.00
2019-02-15T09:00,12.9,74,0.00
2019-02-15T10:00,11.5,77,0.00
2019-02-15T11:00,10.2,81,0.00
2019-02-15T12:00,9.6,84,0.00
2019-02-15T13:00,9.6,74,0.00
2019-02-15T14:00,11.4,67,0.00
2019-02-15T15:00,15.6,50,0.00
2019-02-15T16:00,18.5,38,0.00
2019-02-15T17:00,21.0,32,0.00
2019-02-15T18:00,22.9,28,0.00
2019-02-15T19:00,24.4,26,0.00
2019-02-15T20:00,25.5,24,0.00
2019-02-15T21:00,26.5,23,0.00
2019-02-15T22:00,26.9,21,0.00
2019-02-15T23:00,26.6,20,0.00
2019-02-16T00:00,24.7,29,0.00
2019-02-16T01:00,22.2,37,0.00
2019-02-16T02:00,20.1,44,0.00
2019-02-16T03:00,18.6,46,0.00
2019-02-16T04:00,17.0,54,0.00
2019-02-16T05:00,15.5,67,0.00
2019-02-16T06:00,14.2,66,0.00
2019-02-16T07:00,12.9,70,0.00
2019-02-16T08:00,12.1,74,0.00
2019-02-16T09:00,11.5,77,0.00
2019-02-16T10:00,11.4,76,0.00
2019-02-16T11:00,12.1,68,0.00
2019-02-16T12:00,13.1,66,0.00
2019-02-16T13:00,13.4,65,0.00
2019-02-16T14:00,13.4,67,0.00
2019-02-16T15:00,16.3,52,0.00
2019-02-16T16:00,20.0,40,0.00
2019-02-16T17:00,22.8,33,0.00
2019-02-16T18:00,24.6,28,0.00
2019-02-16T19:00,26.0,24,0.00
2019-02-16T20:00,27.3,21,0.00
2019-02-16T21:00,28.1,21,0.00
2019-02-16T22:00,28.3,21,0.00
2019-02-16T23:00,27.1,24,0.00
2019-02-17T00:00,25.5,29,0.00
2019-02-17T01:00,22.9,33,0.00
2019-02-17T02:00,21.2,36,0.00
2019-02-17T03:00,19.9,39,0.00
2019-02-17T04:00,18.4,49,0.00
2019-02-17T05:00,18.4,42,0.00
2019-02-17T06:00,16.6,48,0.00
2019-02-17T07:00,14.4,62,0.00
2019-02-17T08:00,13.4,63,0.00
2019-02-17T09:00,12.4,65,0.00
2019-02-17T10:00,11.5,68,0.00
2019-02-17T11:00,10.6,73,0.00
2019-02-17T12:00,11.0,69,0.00
2019-02-17T13:00,10.4,71,0.00
2019-02-17T14:00,11.1,67,0.00
2019-02-17T15:00,15.5,48,0.00
2019-02-17T16:00,19.7,34,0.00
2019-02-17T17:00,22.9,25,0.00
2019-02-17T18:00,25.6,18,0.00
2019-02-17T19:00,27.6,15,0.00
2019-02-17T20:00,28.8,13,0.00
2019-02-17T21:00,29.5,12,0.00
2019-02-17T22:00,29.5,15,0.00
2019-02-17T23:00,27.6,20,0.00
2019-02-18T00:00,25.6,23,0.00
2019-02-18T01:00,23.2,28,0.00
2019-02-18T02:00,21.8,31,0.00
2019-02-18T03:00,19.4,43,0.00
2019-02-18T04:00,17.7,46,0.00
2019-02-18T05:00,16.2,47,0.00
2019-02-18T06:00,15.7,44,0.00
2019-02-18T07:00,15.2,40,0.00
2019-02-18T08:00,12.8,50,0.00
2019-02-18T09:00,12.1,50,0.00
2019-02-18T10:00,11.6,50,0.00
2019-02-18T11:00,11.8,48,0.00
2019-02-18T12:00,11.5,61,0.00
2019-02-18T13:00,12.1,56,0.00
2019-02-18T14:00,12.9,48,0.00
2019-02-18T15:00,15.1,40,0.00
2019-02-18T16:00,18.8,30,0.00
2019-02-18T17:00,22.0,22,0.00
2019-02-18T18:00,25.7,19,0.00
2019-02-18T19:00,29.0,10,0.00
2019-02-18T20:00,29.0,9,0.00
2019-02-18T21:00,29.0,9,0.00
2019-02-18T22:00,27.9,10,0.00
2019-02-18T23:00,26.4,12,0.00
2019-02-19T00:00,24.9,14,0.00
2019-02-19T01:00,21.8,19,0.00
2019-02-19T02:00,19.9,24,0.00
2019-02-19T03:00,18.0,31,0.00
2019-02-19T04:00,15.5,40,0.00
2019-02-19T05:00,13.5,50,0.00
2019-02-19T06:00,12.4,59,0.00
2019-02-19T07:00,13.0,49,0.00
2019-02-19T08:00,13.2,49,0.00
2019-02-19T09:00,13.2,47,0.00
2019-02-19T10:00,11.9,52,0.00
2019-02-19T11:00,9.6,63,0.00
2019-02-19T12:00,8.2,67,0.00
2019-02-19T13:00,7.4,69,0.00
2019-02-19T14:00,9.2,61,0.00
2019-02-19T15:00,14.9,39,0.00
2019-02-19T16:00,19.4,26,0.00
2019-02-19T17:00,23.0,17,0.00
2019-02-19T18:00,26.1,7,0.00
2019-02-19T19:00,27.1,7,0.00
2019-02-19T20:00,27.1,9,0.00
2019-02-19T21:00,26.8,11,0.00
2019-02-19T22:00,26.1,12,0.00
2019-02-19T23:00,24.8,12,0.00
2019-02-20T00:00,23.2,17,0.00
2019-02-20T01:00,21.1,22,0.00
2019-02-20T02:00,19.2,26,0.00
2019-02-20T03:00,16.6,33,0.00
2019-02-20T04:00,14.2,39,0.00
2019-02-20T05:00,12.6,46,0.00
2019-02-20T06:00,11.2,49,0.00
2019-02-20T07:00,10.1,54,0.00
2019-02-20T08:00,9.1,56,0.00
2019-02-20T09:00,8.6,54,0.00
2019-02-20T10:00,8.2,52,0.00
2019-02-20T11:00,7.7,51,0.00
2019-02-20T12:00,7.0,54,0.00
2019-02-20T13:00,6.7,55,0.00
2019-02-20T14:00,9.4,40,0.00
2019-02-20T15:00,14.1,30,0.00
2019-02-20T16:00,18.7,22,0.00
2019-02-20T17:00,21.8,18,0.00
2019-02-20T18:00,23.9,15,0.00
2019-02-20T19:00,25.7,12,0.00
2019-02-20T20:00,26.8,12,0.00
2019-02-20T21:00,26.9,14,0.00
2019-02-20T22:00,25.8,15,0.00
2019-02-20T23:00,24.2,18,0.00
2019-02-21T00:00,23.0,21,0.00
2019-02-21T01:00,21.0,27,0.00
2019-02-21T02:00,19.7,30,0.00
2019-02-21T03:00,18.5,33,0.00
2019-02-21T04:00,16.2,38,0.00
2019-02-21T05:00,14.1,40,0.00
2019-02-21T06:00,12.6,49,0.00
2019-02-21T07:00,12.1,45,0.00
2019-02-21T08:00,11.2,48,0.00
2019-02-21T09:00,10.0,57,0.00
2019-02-21T10:00,10.9,48,0.00
2019-02-21T11:00,9.5,58,0.00
2019-02-21T12:00,7.9,57,0.00
2019-02-21T13:00,7.3,60,0.00
2019-02-21T14:00,10.1,48,0.00
2019-02-21T15:00,15.1,40,0.00
2019-02-21T16:00,18.4,32,0.00
2019-02-21T17:00,21.8,22,0.00
2019-02-21T18:00,24.5,12,0.00
2019-02-21T19:00,25.5,11,0.00
2019-02-21T20:00,25.9,12,0.00
2019-02-21T21:00,26.2,10,0.00
2019-02-21T22:00,25.9,9,0.00
2019-02-21T23:00,24.8,10,0.00
2019-02-22T00:00,23.7,14,0.00
2019-02-22T01:00,21.1,22,0.00
2019-02-22T02:00,19.2,26,0.00
2019-02-22T03:00,17.2,35,0.00
2019-02-22T04:00,16.5,31,0.00
2019-02-22T05:00,14.9,37,0.00
2019-02-22T06:00,12.4,41,0.00
2019-02-22T07:00,10.9,41,0.00
2019-02-22T08:00,10.0,40,0.00
2019-02-22T09:00,9.1,39,0.00
2019-02-22T10:00,8.3,46,0.00
2019-02-22T11:00,8.6,42,0.00
2019-02-22T12:00,7.6,59,0.00
2019-02-22T13:00,7.3,60,0.00
2019-02-22T14:00,10.1,44,0.00
2019-02-22T15:00,14.5,32,0.00
2019-02-22T16:00,18.7,25,0.00
2019-02-22T17:00,21.6,20,0.00
2019-02-22T18:00,23.1,20,0.00
2019-02-22T19:00,24.4,19,0.00
2019-02-22T20:00,25.5,18,0.00
2019-02-22T21:00,26.0,19,0.00
2019-02-22T22:00,25.5,21,0.00
2019-02-22T23:00,25.5,22,0.00
2019-02-23T00:00,24.5,22,0.00
2019-02-23T01:00,22.0,27,0.00
2019-02-23T02:00,20.1,46,0.00
2019-02-23T03:00,19.3,37,0.00
2019-02-23T04:00,17.9,43,0.00
2019-02-23T05:00,16.9,49,0.00
2019-02-23T06:00,16.7,40,0.00
2019-02-23T07:00,15.4,44,0.00
2019-02-23T08:00,13.4,52,0.00
2019-02-23T09:00,11.4,63,0.00
2019-02-23T10:00,10.8,65,0.00
2019-02-23T11:00,10.7,63,0.00
2019-02-23T12:00,12.2,56,0.00
2019-02-23T13:00,12.2,56,0.00
2019-02-23T14:00,13.2,53,0.00
2019-02-23T15:00,16.2,41,0.00
2019-02-23T16:00,18.5,36,0.00
2019-02-23T17:00,20.6,31,0.00
2019-02-23T18:00,22.8,26,0.00
2019-02-23T19:00,24.4,23,0.00
2019-02-23T20:00,25.0,22,0.00
2019-02-23T21:00,25.6,21,0.00
2019-02-23T22:00,26.1,21,0.00
2019-02-23T23:00,22.9,29,0.00
2019-02-24T00:00,23.9,25,0.00
2019-02-24T01:00,22.0,32,0.00
2019-02-24T02:00,20.3,38,0.00
2019-02-24T03:00,18.8,45,0.00
2019-02-24T04:00,18.2,45,0.00
2019-02-24T05:00,16.8,52,0.00
2019-02-24T06:00,16.1,59,0.00
2019-02-24T07:00,15.1,60,0.00
2019-02-24T08:00,14.2,60,0.00
2019-02-24T09:00,13.6,62,0.00
2019-02-24T10:00,13.1,59,0.00
2019-02-24T11:00,12.4,58,0.00
2019-02-24T12:00,11.3,86,0.00
2019-02-24T13:00,10.9,91,0.00
2019-02-24T14:00,12.9,83,0.00
2019-02-24T15:00,14.9,66,0.00
2019-02-24T16:00,17.1,53,0.00
2019-02-24T17:00,19.5,43,0.00
2019-02-24T18:00,21.0,37,0.00
2019-02-24T19:00,21.9,34,0.00
2019-02-24T20:00,22.9,31,0.00
2019-02-24T21:00,24.1,28,0.00
2019-02-24T22:00,22.1,38,0.50
2019-02-24T23:00,19.5,43,1.00
2019-02-25T00:00,18.5,54,0.30
2019-02-25T01:00,18.0,53,0.00
2019-02-25T02:00,16.1,67,0.80
2019-02-25T03:00,14.6,70,0.10
2019-02-25T04:00,12.6,76,0.00
2019-02-25T05:00,11.5,81,0.00
2019-02-25T06:00,10.8,84,0.00
2019-02-25T07:00,10.4,85,0.00
2019-02-25T08:00,10.4,85,0.00
2019-02-25T09:00,10.1,86,0.00
